physician_id,first_name,last_name,specialty,state,years_practice,med_school_tier
NPI5139538631,James,Smith,Emergency Medicine,TX,13,Top 50
NPI9907923099,Mary,Johnson,Orthopedic Surgery,IL,38,Top 20
NPI5553280120,Priya,Nguyen,Pulmonology,NJ,4,Other
NPI5484914416,Anita,Davis,Emergency Medicine,NC,3,Top 50
NPI6029142252,Richard,Thomas,Family Medicine,NJ,23,Top 20
NPI2674039332,Raj,Patel,Neurology,IL,17,Other
NPI2324474944,Priya,Thompson,Oncology,MD,32,Top 50
NPI7096191661,Carlos,Anderson,Emergency Medicine,GA,2,Other
NPI4561901288,Ahmed,Nguyen,Internal Medicine,IN,17,Top 20
NPI3609159653,Jennifer,Jones,Family Medicine,GA,6,Other
NPI1282524579,Sarah,Moore,Gastroenterology,NC,2,Other
NPI8614454473,Sarah,Brown,Family Medicine,WA,19,Top 50
NPI1290959792,Lisa,Jackson,General Surgery,IL,29,Top 50
NPI7749848115,Fatima,Williams,Family Medicine,PA,7,Other
NPI4437897030,Patricia,Rodriguez,Emergency Medicine,GA,33,Other
NPI6388190293,Wei,White,Gastroenterology,IN,21,Top 50
NPI3229102005,Carlos,Davis,Family Medicine,FL,19,Other
NPI2398596995,Patricia,Thompson,General Surgery,NC,36,Top 50
NPI5800492006,Richard,Anderson,Family Medicine,AZ,13,Other
NPI7260559253,Raj,Jackson,Psychiatry,MA,8,Top 50
NPI2759439654,James,Garcia,Neurology,NC,31,Other
NPI4927230526,Robert,Jackson,Dermatology,TX,5,Top 20
NPI5001894732,Carlos,Brown,Cardiology,CA,35,Other
NPI2943812341,Jennifer,Jones,Internal Medicine,MI,33,Top 50
NPI6085445015,Priya,Lee,Orthopedic Surgery,IN,39,Other
NPI2313421180,Anita,Jackson,Rheumatology,CA,18,Other
NPI5587742559,Joseph,Wilson,Endocrinology,MO,25,Other
NPI2020883602,Joseph,Johnson,Cardiology,AZ,35,Other
NPI5369881679,Richard,Thomas,Family Medicine,CA,6,Other
NPI3804391493,Susan,O'Brien,Gastroenterology,OH,12,Other
NPI5070216628,Susan,Kim,Cardiology,PA,19,Top 20
NPI4903744234,Thomas,Johnson,Family Medicine,MD,25,Other
NPI9171398104,Raj,Rodriguez,Pulmonology,VA,27,Other
NPI5409420399,Michelle,Thomas,Cardiology,OH,37,Other
NPI8366490134,Elena,Lee,General Surgery,IL,20,Other
NPI3030871535,Patricia,Smith,Family Medicine,VA,7,Other
NPI4168745151,Barbara,Martinez,Gastroenterology,CA,8,Other
NPI1675804425,Ahmed,Chen,General Surgery,IL,32,Other
NPI4786730152,Thomas,Martinez,Gastroenterology,NY,18,Other
NPI7018298983,David,Jones,Internal Medicine,WA,25,Top 50
NPI8543503306,Barbara,Williams,Rheumatology,AZ,22,Other
NPI6093234205,Patricia,O'Brien,General Surgery,MI,32,Other
NPI6760654025,Barbara,Wang,Family Medicine,FL,9,Other
NPI2595403698,Richard,Johnson,Internal Medicine,GA,7,Other
NPI1334854344,Richard,O'Brien,Cardiology,IN,29,Other
NPI8125193305,Thomas,Wang,Emergency Medicine,PA,17,Other
NPI2503343866,William,Anderson,Orthopedic Surgery,NY,32,Other
NPI1820525819,Michael,White,Neurology,FL,6,Other
NPI9438060887,Raj,Davis,Orthopedic Surgery,IN,11,Other
NPI9671692275,Richard,Davis,Rheumatology,FL,38,Other
NPI6546315623,Linda,Kim,Oncology,VA,33,Top 50
NPI4407735453,Lisa,Miller,Oncology,WI,3,Other
NPI8499155867,Thomas,Anderson,Neurology,WA,32,Other
NPI2842479633,Karen,Anderson,Internal Medicine,NC,3,Other
NPI4864530946,Michael,Jones,Gastroenterology,PA,5,Other
NPI4213155690,Priya,Wang,General Surgery,CA,36,Top 20
NPI9214299915,Jennifer,Patel,Family Medicine,NY,5,Top 50
NPI9277996737,Elena,Singh,Psychiatry,WI,12,Other
NPI6857973336,Richard,Jackson,Internal Medicine,FL,6,Other
NPI1996661262,Richard,Garcia,Emergency Medicine,CA,24,Other
NPI5339735106,Susan,Wilson,Gastroenterology,IN,3,Top 50
NPI3207955295,Richard,Anderson,Pulmonology,NC,12,Other
NPI8964240967,Lisa,Rodriguez,Family Medicine,GA,13,Other
NPI2245625191,Joseph,Davis,Internal Medicine,MA,26,Other
NPI1488792482,Patricia,Patel,Internal Medicine,NJ,20,Top 50
NPI7339861301,Thomas,Brown,Internal Medicine,MD,8,Top 50
NPI5079574674,William,Rodriguez,Internal Medicine,MI,19,Other
NPI8545283987,Patricia,White,Cardiology,MA,18,Other
NPI1671666680,Elena,Thomas,Emergency Medicine,MO,14,Other
NPI8209685192,Barbara,Anderson,Cardiology,MI,21,Top 50
NPI1336012775,Karen,Anderson,Internal Medicine,IL,13,Top 50
NPI1252630107,Jennifer,Miller,Dermatology,WI,14,Top 50
NPI5151841765,David,Lee,Psychiatry,PA,31,Other
NPI2991621606,Susan,Singh,General Surgery,CA,10,Top 50
NPI6343468362,Robert,Davis,Neurology,VA,13,Other
NPI1232352947,Michelle,Nguyen,Gastroenterology,WI,6,Other
NPI1318505881,Barbara,Martin,Neurology,TX,28,Other
NPI7544336464,Karen,Chen,Endocrinology,IN,28,Top 50
NPI2891486462,Thomas,Chen,Orthopedic Surgery,IN,27,Other
NPI6907754112,Richard,Johnson,Oncology,MD,7,Other
NPI7749299452,Karen,Smith,Family Medicine,NC,18,Top 50
NPI1533980491,Thomas,O'Brien,Oncology,IL,12,Other
NPI7927785589,John,Jones,Internal Medicine,NJ,30,Top 50
NPI3415790961,Wei,Lee,General Surgery,FL,14,Other
NPI4505913623,Patricia,Nguyen,Family Medicine,IN,17,Other
NPI1779752730,Jessica,Jackson,Internal Medicine,AZ,18,Top 20
NPI8547669849,David,Smith,Family Medicine,MI,30,Other
NPI6046559076,Jessica,Smith,Dermatology,NJ,28,Other
NPI5541987500,John,Patel,Family Medicine,MA,32,Other
NPI9716993297,Priya,Murphy,Orthopedic Surgery,NJ,17,Top 50
NPI4010551839,Richard,Anderson,Dermatology,IN,32,Top 50
NPI9017013577,Mary,Martin,Cardiology,MD,34,Other
NPI7477190928,James,Rodriguez,General Surgery,MD,21,Other
NPI9356753221,Thomas,Wang,Family Medicine,WA,27,Other
NPI9170218473,Lisa,Martin,Internal Medicine,MA,36,Top 50
NPI9919268244,Thomas,White,Orthopedic Surgery,OH,33,Other
NPI2185090768,Priya,Rodriguez,Pulmonology,CA,11,Top 50
NPI8164147528,Ahmed,Chen,Family Medicine,NC,28,Other
NPI8240449193,Raj,Thomas,Psychiatry,MO,18,Top 20
NPI6799361752,Michelle,Patel,Family Medicine,FL,6,Top 50
NPI3509748623,Raj,Martinez,Rheumatology,NJ,15,Top 50
NPI9686334443,Fatima,O'Brien,Psychiatry,NY,39,Other
NPI2839799240,Richard,Williams,Psychiatry,NC,38,Top 50
NPI5496178404,Sarah,Miller,Psychiatry,FL,31,Other
NPI5693384014,Charles,Anderson,Internal Medicine,MA,39,Top 20
NPI2456464103,Jennifer,Miller,Orthopedic Surgery,IN,23,Other
NPI7502759400,Wei,Lee,Neurology,TN,30,Other
NPI1799804477,Karen,Kim,Orthopedic Surgery,MA,7,Top 20
NPI7237880008,Sarah,Murphy,Cardiology,PA,12,Top 20
NPI8637539465,Elena,Jackson,Oncology,NJ,7,Top 50
NPI4144567825,Wei,Thompson,Family Medicine,FL,37,Other
NPI7384787276,Anita,Lee,Internal Medicine,GA,24,Other
NPI2410966073,Michelle,Smith,Internal Medicine,NJ,37,Top 20
NPI8613541012,Carlos,Kim,Oncology,AZ,17,Other
NPI9568285286,William,Smith,Orthopedic Surgery,TX,16,Other
NPI2374243241,Jennifer,Martin,Internal Medicine,IN,27,Other
NPI7226735265,William,Clark,Dermatology,MI,23,Other
NPI5552479868,Priya,Chen,Rheumatology,MO,15,Other
NPI5783493985,Elena,Jackson,General Surgery,NJ,13,Other
NPI7358407466,Raj,Martinez,Oncology,NJ,21,Other
NPI5398664493,Wei,Singh,Endocrinology,AZ,3,Top 50
NPI6402937527,Wei,Singh,Psychiatry,IN,8,Other
NPI3078109174,Kevin,Taylor,Pulmonology,NY,2,Other
NPI4406559368,Wei,Brown,Endocrinology,NJ,7,Other
NPI8787163149,Robert,Lee,Rheumatology,CA,8,Top 50
NPI1989122604,Sarah,White,Psychiatry,MI,3,Other
NPI6378177347,David,Rodriguez,Orthopedic Surgery,IN,3,Top 20
NPI2658583559,Lisa,Murphy,Cardiology,MO,32,Other
NPI8618856380,Lisa,Miller,Endocrinology,IL,8,Top 50
NPI6211395584,William,Davis,Oncology,GA,22,Other
NPI4627439043,William,Clark,Pulmonology,VA,4,Other
NPI3248422062,John,Martinez,Endocrinology,GA,37,Top 20
NPI4931602292,William,Hernandez,Oncology,NY,10,Top 50
NPI9618510932,Carlos,Martinez,Emergency Medicine,OH,30,Top 20
NPI5582883607,Lisa,Taylor,Oncology,NC,26,Other
NPI5225405784,Kevin,Martin,Internal Medicine,NJ,30,Other
NPI7716464320,Anita,Wilson,Internal Medicine,MD,25,Other
NPI4411423637,Elena,Thomas,Internal Medicine,NJ,20,Other
NPI4846815548,Jennifer,Anderson,Cardiology,GA,31,Other
NPI4032529583,David,Brown,Oncology,AZ,32,Top 50
NPI2358277797,Mary,Chen,General Surgery,TN,15,Other
NPI7424282927,John,Murphy,Orthopedic Surgery,NC,37,Other
NPI8857278224,Michael,Moore,Cardiology,MI,39,Top 20
NPI9150333842,William,Miller,Psychiatry,PA,29,Other
NPI8927226441,James,White,Internal Medicine,MO,37,Other
NPI5066054221,Elena,Martin,Pulmonology,MO,5,Other
NPI3556595729,Sarah,Martin,Internal Medicine,NY,22,Other
NPI6741313745,Lisa,Lee,Psychiatry,OH,26,Top 20
NPI9592344206,Lisa,Kim,Family Medicine,IL,37,Other
NPI7543455832,Michelle,Johnson,Neurology,MD,5,Top 50
NPI5453637053,Robert,Williams,Family Medicine,TX,32,Other
NPI7199277169,David,Williams,General Surgery,PA,4,Top 50
NPI7952841211,Barbara,Jones,Internal Medicine,OH,14,Other
NPI9273423351,Thomas,Clark,Gastroenterology,VA,28,Other
NPI7868941784,Sarah,Kim,Endocrinology,PA,12,Top 50
NPI4898715000,Fatima,White,General Surgery,NJ,33,Top 50
NPI3462458665,Thomas,Patel,Dermatology,MA,37,Top 50
NPI5498934982,Linda,Johnson,Emergency Medicine,IN,7,Other
NPI3953601501,Thomas,Miller,Internal Medicine,TX,11,Other
NPI9484881333,Kevin,Chen,Family Medicine,FL,3,Top 50
NPI5571692590,Karen,Hernandez,Family Medicine,TX,28,Other
NPI5248507023,Karen,Jackson,Family Medicine,MD,35,Other
NPI4133765963,Jennifer,Nguyen,Psychiatry,AZ,24,Other
NPI6754662911,James,Williams,Emergency Medicine,NJ,6,Other
NPI5680461507,Michael,Chen,Emergency Medicine,TN,7,Other
NPI2161440305,James,Patel,Endocrinology,VA,2,Other
NPI8822870296,Jessica,Thomas,Neurology,PA,20,Top 50
NPI4231115488,Raj,Moore,Dermatology,NJ,29,Top 50
NPI4893205869,Jessica,Williams,Pulmonology,MA,6,Other
NPI2851003509,Lisa,Miller,Internal Medicine,CA,34,Other
NPI5980583868,Elena,Davis,Rheumatology,WA,10,Top 50
NPI7318495561,Ahmed,Murphy,Dermatology,MI,21,Other
NPI8930487884,Lisa,Brown,Family Medicine,TX,27,Top 50
NPI1464468984,Fatima,Wilson,Oncology,IL,22,Other
NPI9759987186,William,Brown,Emergency Medicine,NC,19,Other
NPI7334359677,Richard,Wilson,Emergency Medicine,OH,14,Other
NPI3558688159,Susan,Smith,Gastroenterology,IL,17,Other
NPI2840272794,Fatima,Wilson,General Surgery,WA,10,Top 50
NPI3664791267,Richard,Kim,Family Medicine,NC,12,Top 50
NPI8881531764,Kevin,Chen,Family Medicine,MI,30,Top 50
NPI3622511558,Jennifer,Taylor,Rheumatology,TN,35,Other
NPI5165390210,Jennifer,Kim,Rheumatology,TX,34,Top 50
NPI7351642487,Priya,Thompson,Endocrinology,GA,13,Other
NPI8847908772,Ahmed,O'Brien,Neurology,TX,13,Top 50
NPI6927140460,Wei,Wang,Family Medicine,MD,3,Other
NPI7777982768,Barbara,Miller,General Surgery,NY,11,Top 50
NPI2559941166,James,Lee,Family Medicine,IN,23,Other
NPI8896670448,Barbara,Chen,Family Medicine,NY,11,Other
NPI3481472652,Jessica,Martinez,Internal Medicine,OH,29,Other
NPI2155403476,Richard,Lee,Internal Medicine,WA,2,Other
NPI9786198612,Anita,Thomas,Dermatology,IN,17,Other
NPI2814759328,Elena,Martinez,Oncology,NY,11,Top 50
NPI2229867730,Fatima,Garcia,Internal Medicine,PA,20,Other
NPI6634188100,James,Johnson,General Surgery,MO,2,Other
NPI3869768345,Patricia,Nguyen,Rheumatology,OH,17,Other
NPI2200142846,Jessica,Wang,Cardiology,PA,31,Other
NPI6410090054,Charles,White,Family Medicine,MA,34,Top 50
NPI7830867044,Wei,Davis,Internal Medicine,TX,10,Other
NPI8138785367,William,Smith,Neurology,MO,17,Top 50
NPI2399613408,Patricia,Thompson,Family Medicine,MO,27,Top 50
NPI6011803610,Barbara,Garcia,Cardiology,MO,19,Top 50
NPI8323105335,Fatima,Martin,Cardiology,IL,22,Other
NPI2449783102,Michelle,Clark,Psychiatry,FL,14,Top 50
NPI2869140265,Kevin,Smith,Cardiology,NC,33,Other
NPI1021702576,Karen,Lee,Dermatology,OH,25,Other
NPI5721707407,John,Clark,Internal Medicine,WI,38,Other
NPI2752135271,Michelle,Anderson,Psychiatry,WA,31,Top 20
NPI7518183180,Robert,Wang,Oncology,MD,15,Other
NPI9659924699,William,Wang,Oncology,TN,13,Other
NPI2878799400,Michelle,Moore,Cardiology,MA,4,Other
NPI6841873105,Sarah,Martinez,General Surgery,FL,25,Other
NPI2906510152,Jennifer,Patel,Gastroenterology,TX,30,Top 50
NPI1162061730,Sarah,Thompson,Cardiology,CA,14,Other
NPI7826987747,John,Moore,Internal Medicine,VA,1,Top 20
NPI4906042089,Barbara,Garcia,Gastroenterology,PA,33,Other
NPI9521081752,Kevin,Nguyen,Rheumatology,WI,9,Top 20
NPI5808572938,William,Miller,Internal Medicine,FL,23,Other
NPI2417345820,Raj,Jones,Internal Medicine,MD,3,Other
NPI5047969975,Thomas,Williams,Neurology,AZ,3,Top 20
NPI2826026153,Lisa,Hernandez,Orthopedic Surgery,FL,36,Other
NPI8902263453,Priya,Brown,Psychiatry,TX,27,Top 50
NPI7218128627,Thomas,Anderson,Emergency Medicine,GA,1,Other
NPI4071149241,Mary,Davis,Endocrinology,OH,4,Other
NPI5750382904,Anita,Hernandez,Family Medicine,OH,20,Other
NPI7025321693,Joseph,Chen,Oncology,NJ,27,Other
NPI8045719449,Lisa,Hernandez,Family Medicine,FL,17,Other
NPI1721324888,Thomas,Martin,Internal Medicine,FL,35,Other
NPI1202669577,Lisa,Jones,Cardiology,AZ,26,Other
NPI2030074274,David,Brown,Family Medicine,WI,24,Top 50
NPI4554966791,Elena,Clark,Orthopedic Surgery,IL,12,Top 50
NPI5200359490,Michael,Thompson,Cardiology,MD,27,Other
NPI2228154671,Lisa,Smith,Oncology,OH,35,Other
NPI4700378240,Karen,Martin,Neurology,OH,2,Other
NPI4974605076,Sarah,Smith,Psychiatry,TX,29,Other
NPI1981809672,James,Williams,General Surgery,NC,35,Other
NPI9249939640,Susan,Taylor,General Surgery,MI,17,Other
NPI6392313347,Mary,White,Orthopedic Surgery,AZ,30,Other
NPI4496819773,Sarah,Thompson,Internal Medicine,NY,14,Other
NPI5562164650,Wei,Chen,Oncology,NY,8,Other
NPI3827777377,Sarah,Garcia,Psychiatry,NC,32,Top 50
NPI8688979283,Ahmed,Garcia,Family Medicine,TX,13,Other
NPI6175135373,David,Jackson,Cardiology,FL,30,Other
NPI5454062329,Barbara,Murphy,Internal Medicine,WA,13,Other
NPI9197968626,Jessica,Kim,Oncology,WI,16,Top 50
NPI8541817283,Michael,Patel,Family Medicine,VA,27,Other
NPI8315217022,Carlos,Williams,Internal Medicine,FL,14,Top 50
NPI3030482837,Carlos,Murphy,Dermatology,WI,32,Top 20
NPI2378108003,Richard,Clark,Pulmonology,NJ,2,Other
NPI7210868676,Fatima,Lee,Internal Medicine,MA,1,Other
NPI5217780306,James,Anderson,Pulmonology,NY,4,Top 20
NPI7153414415,Robert,White,Cardiology,VA,10,Other
NPI7845645088,William,White,Pulmonology,TX,3,Other
NPI3657821565,Susan,O'Brien,Emergency Medicine,WA,15,Other
NPI3561853897,Michael,Brown,Cardiology,PA,1,Other
NPI5417484095,Sarah,Jackson,General Surgery,MD,30,Other
NPI3461943821,Fatima,Kim,Emergency Medicine,TX,6,Other
NPI7005657483,Jessica,Anderson,Gastroenterology,AZ,38,Other
NPI7720574012,Jessica,Singh,Emergency Medicine,FL,34,Other
NPI5248350514,Mary,Johnson,Rheumatology,AZ,28,Top 50
NPI7514197889,William,Brown,Cardiology,MI,32,Top 50
NPI5593938121,Carlos,Chen,Dermatology,WI,31,Other
NPI7415845496,Carlos,Brown,Psychiatry,AZ,33,Top 50
NPI3024714229,Patricia,Thomas,Psychiatry,GA,22,Other
NPI7649587412,James,Wilson,Family Medicine,TX,25,Top 50
NPI7436116210,Carlos,Patel,Psychiatry,VA,19,Other
NPI3399451363,Jennifer,Smith,Internal Medicine,NC,25,Other
NPI6003738918,Karen,Anderson,Orthopedic Surgery,TX,15,Other
NPI8697805010,Carlos,Clark,Cardiology,VA,5,Other
NPI3245703822,Fatima,Taylor,Orthopedic Surgery,PA,37,Other
NPI7623818055,Thomas,Lee,Dermatology,PA,28,Other
NPI9585700453,Susan,Clark,Oncology,CA,28,Top 50
NPI8796177276,Fatima,Thompson,Endocrinology,GA,11,Other
NPI4613680743,Wei,Nguyen,Family Medicine,PA,31,Other
NPI6464869596,Elena,Rodriguez,Emergency Medicine,TX,21,Top 50
NPI9925931207,Sarah,Thompson,Orthopedic Surgery,NC,3,Top 20
NPI6115936701,Kevin,Wang,Family Medicine,PA,38,Other
NPI2035248421,Fatima,Jackson,Internal Medicine,FL,39,Top 50
NPI1408876792,Mary,Wang,Internal Medicine,MI,34,Other
NPI8112830586,William,White,Oncology,TX,19,Top 50
NPI4812654928,Fatima,Anderson,Pulmonology,WI,10,Other
NPI3221316015,Patricia,Martin,Orthopedic Surgery,MI,1,Other
NPI4129048275,Priya,Anderson,Internal Medicine,WI,29,Other
NPI7816355798,David,Taylor,Dermatology,MO,35,Other
NPI5187226020,Michael,Wilson,Family Medicine,WI,5,Top 50
NPI8816495431,Thomas,Moore,Dermatology,NJ,27,Other
NPI7614330298,Anita,Anderson,Internal Medicine,NC,2,Other
NPI9766127353,Raj,Thompson,Psychiatry,MA,31,Other
NPI8996533900,Richard,Taylor,Pulmonology,TX,2,Top 50
NPI3290924905,James,Moore,Family Medicine,IN,39,Top 20
NPI6931533094,Raj,Jones,Orthopedic Surgery,OH,7,Other
NPI1184887310,Raj,Taylor,Emergency Medicine,CA,16,Other
NPI9919960518,Charles,Anderson,Internal Medicine,PA,28,Top 50
NPI3349054978,Charles,Rodriguez,Internal Medicine,PA,34,Other
NPI6983155841,Sarah,Hernandez,Neurology,CA,15,Top 20
NPI8642382589,James,Smith,Family Medicine,AZ,39,Other
NPI2444181964,Robert,Martinez,Cardiology,TX,1,Top 50
NPI8630914084,Robert,Kim,Oncology,IN,19,Top 50
NPI1110210992,Anita,Jones,General Surgery,MI,39,Top 50
NPI4977794242,Mary,Jones,Family Medicine,MA,11,Top 50
NPI5248338602,Thomas,Taylor,Family Medicine,OH,21,Other
NPI4366816418,David,Anderson,Dermatology,FL,18,Top 50
NPI6277462716,James,Moore,Endocrinology,NY,16,Other
NPI9233581137,Anita,Johnson,Dermatology,WA,30,Other
NPI3942902028,James,Kim,Oncology,MA,21,Other
NPI6213338983,Elena,Miller,Emergency Medicine,IL,28,Other
NPI8897162730,Fatima,Kim,Neurology,GA,21,Top 50
NPI7956958555,Fatima,Martin,Internal Medicine,MD,39,Top 20
NPI1366599383,Robert,Miller,Gastroenterology,MO,19,Other
NPI9485116876,Raj,Moore,Endocrinology,NC,32,Other
NPI1419822138,Karen,Johnson,Internal Medicine,PA,24,Other
NPI6298826268,Richard,Kim,Internal Medicine,OH,32,Other
NPI6178182582,Wei,Martinez,Orthopedic Surgery,NJ,35,Other
NPI8077512075,David,Taylor,Cardiology,VA,9,Other
NPI2335987466,William,Jones,Family Medicine,NY,12,Other
NPI2614333528,William,Anderson,Internal Medicine,TX,12,Other
NPI7768962393,Karen,Taylor,Oncology,MI,19,Other
NPI2345542771,Charles,Miller,Family Medicine,TN,20,Other
NPI5225006143,Linda,Clark,Endocrinology,NY,1,Other
NPI7584832811,Linda,Wilson,Family Medicine,NC,35,Top 50
NPI6861177358,Kevin,Garcia,Cardiology,NY,34,Top 50
NPI2895437674,Sarah,Martin,Psychiatry,PA,24,Top 50
NPI3735642327,Elena,Martinez,Family Medicine,WA,12,Other
NPI9720774128,Barbara,Hernandez,Neurology,IL,33,Other
NPI5038035580,William,Kim,Internal Medicine,IL,11,Top 50
NPI1400117287,William,Williams,Cardiology,WI,12,Other
NPI2976264094,Sarah,Jackson,Family Medicine,NY,39,Top 50
NPI4081915806,Fatima,Smith,Oncology,NY,37,Other
NPI9995404637,Sarah,Johnson,Family Medicine,MD,23,Top 50
NPI3724223926,William,Williams,General Surgery,VA,7,Other
NPI1237562639,Kevin,Jones,Family Medicine,CA,5,Other
NPI5616294197,Karen,Anderson,Rheumatology,NC,38,Other
NPI1752448464,Susan,Rodriguez,Psychiatry,VA,11,Other
NPI3466608387,James,O'Brien,Cardiology,IL,27,Top 50
NPI9931448583,Thomas,Brown,Endocrinology,NJ,14,Other
NPI7341746669,Charles,Clark,Family Medicine,WA,20,Top 50
NPI1455999663,Anita,White,Family Medicine,IL,39,Other
NPI5038180466,Michael,Martin,Internal Medicine,IN,24,Other
NPI2544737613,Robert,Chen,General Surgery,MI,17,Other
NPI2106501907,Michelle,Moore,Pulmonology,WI,17,Other
NPI6283588719,Thomas,Davis,Cardiology,TX,9,Top 50
NPI5550903006,James,Jackson,Psychiatry,OH,22,Other
NPI7685799258,Patricia,Kim,General Surgery,MA,23,Top 50
NPI9030756053,Joseph,Patel,Family Medicine,MO,4,Other
NPI3220136716,Charles,Garcia,General Surgery,PA,16,Other
NPI9306927878,Linda,Rodriguez,Neurology,WI,26,Other
NPI5661925952,David,Wilson,Pulmonology,NY,3,Other
NPI3329514263,Ahmed,Wang,Emergency Medicine,NC,39,Other
NPI8612072542,Michelle,Martinez,Cardiology,OH,34,Top 50
NPI1319769262,Joseph,Johnson,Oncology,NC,25,Other
NPI6035584396,Richard,Clark,Rheumatology,MD,1,Other
NPI7494593814,David,Lee,Internal Medicine,MA,21,Other
NPI3519799184,Robert,Miller,Family Medicine,TN,36,Top 20
NPI8771427257,Mary,Smith,Emergency Medicine,IL,1,Top 50
NPI3162561069,Elena,Brown,Cardiology,MD,31,Other
NPI8558868543,Mary,Garcia,Oncology,NC,33,Other
NPI1706904674,Carlos,O'Brien,Dermatology,AZ,3,Other
NPI2439348326,Linda,Garcia,Family Medicine,AZ,9,Top 50
NPI4428861254,Wei,Jones,Oncology,AZ,29,Top 20
NPI8686499614,Kevin,Singh,Emergency Medicine,WA,36,Other
NPI2301268285,Ahmed,Murphy,Oncology,MI,31,Top 50
NPI8878944157,Priya,Miller,Internal Medicine,WA,21,Top 50
NPI3067583739,Linda,White,Cardiology,MD,24,Top 20
NPI5072575586,Karen,Martin,Pulmonology,GA,21,Top 50
NPI4174609637,Lisa,Lee,Family Medicine,NJ,23,Top 50
NPI2063136039,Richard,Martinez,Endocrinology,NY,31,Other
NPI9498787654,Mary,Nguyen,Internal Medicine,GA,2,Top 50
NPI4943604616,Anita,Murphy,Family Medicine,TN,9,Other
NPI7212981351,Jennifer,Kim,Pulmonology,WA,3,Other
NPI6177409089,Michelle,O'Brien,Endocrinology,PA,32,Other
NPI5515443251,Anita,Brown,Emergency Medicine,NJ,29,Other
NPI6549198611,James,White,Family Medicine,IN,3,Other
NPI9085080754,Ahmed,Clark,Endocrinology,FL,5,Other
NPI7293811380,Lisa,Martin,Dermatology,TX,11,Other
NPI5792320714,Michael,Rodriguez,Oncology,GA,10,Other
NPI6806673645,Carlos,Anderson,Family Medicine,AZ,21,Other
NPI6457548523,Patricia,Murphy,Dermatology,OH,20,Other
NPI4898090866,Linda,Rodriguez,Family Medicine,IN,14,Other
NPI6622876090,Kevin,Thompson,Rheumatology,IN,7,Top 50
NPI4992128201,Ahmed,Kim,Emergency Medicine,NJ,26,Top 50
NPI7818529400,Patricia,Jackson,Internal Medicine,GA,31,Top 50
NPI9720212350,Robert,Martinez,Family Medicine,CA,25,Other
NPI9638788216,Linda,Martin,Cardiology,IN,32,Other
NPI8386622077,John,Rodriguez,Family Medicine,MO,36,Other
NPI6415830072,Jennifer,Smith,Internal Medicine,NC,33,Top 20
NPI7743987891,Karen,Miller,Neurology,NJ,26,Top 50
NPI2602434657,James,Moore,Internal Medicine,TN,2,Top 50
NPI5311166115,William,Anderson,Neurology,AZ,14,Other
NPI3315742884,Barbara,Thompson,Family Medicine,FL,17,Top 50
NPI1031454829,Michelle,Anderson,Family Medicine,AZ,28,Top 20
NPI9700638171,Michelle,White,Family Medicine,MD,34,Top 20
NPI8774637055,Elena,Brown,Orthopedic Surgery,TN,25,Other
NPI5623287565,David,Martinez,Oncology,MI,15,Top 50
NPI3287370592,Sarah,Patel,Family Medicine,NJ,31,Other
NPI7236776891,Sarah,Moore,Dermatology,IL,28,Other
NPI4913209760,Elena,Kim,Psychiatry,AZ,32,Other
NPI8230145800,Ahmed,White,Internal Medicine,PA,23,Other
NPI9995662990,Anita,Martinez,Gastroenterology,OH,26,Top 20
NPI4141743467,Thomas,Thomas,Family Medicine,IL,14,Top 50
NPI3199627391,Anita,Rodriguez,Cardiology,OH,16,Other
NPI3406442398,Ahmed,Rodriguez,Endocrinology,GA,11,Top 50
NPI1840116211,Ahmed,Johnson,Internal Medicine,TX,11,Other
NPI4546415768,Lisa,Kim,Internal Medicine,MA,26,Other
NPI1156825474,David,Moore,General Surgery,NC,15,Top 20
NPI2029560016,Charles,Smith,Internal Medicine,MD,6,Top 50
NPI3445261725,David,White,General Surgery,NY,2,Other
NPI2438764983,Lisa,Smith,Pulmonology,AZ,34,Other
NPI7589431894,Linda,Martinez,Psychiatry,NY,17,Other
NPI1950443117,Fatima,Patel,Orthopedic Surgery,NJ,23,Top 50
NPI8793946944,Karen,Wang,Orthopedic Surgery,MI,36,Other
NPI2990030533,Priya,Thomas,Emergency Medicine,NC,5,Top 50
NPI1977315552,Michael,Wang,Family Medicine,AZ,37,Top 50
NPI1090959799,Fatima,Singh,Internal Medicine,IN,28,Other
NPI7436845038,Carlos,Hernandez,Endocrinology,OH,25,Other
NPI3309550713,Robert,Garcia,Rheumatology,IN,17,Other
NPI5585487445,David,White,Internal Medicine,NY,28,Other
NPI2004544419,Wei,Smith,Psychiatry,IL,8,Top 50
NPI9867663308,Raj,Murphy,Cardiology,OH,12,Other
NPI2128462651,Ahmed,Taylor,Pulmonology,WI,38,Top 20
NPI4707333339,Joseph,Nguyen,Family Medicine,FL,11,Other
NPI8664845520,William,Nguyen,Cardiology,GA,29,Top 20
NPI3203982536,Anita,Moore,Internal Medicine,NC,37,Other
NPI3402746067,Raj,Clark,Internal Medicine,IN,24,Top 50
NPI8276495642,Raj,Chen,Family Medicine,MI,12,Other
NPI3460056914,Barbara,Murphy,Cardiology,WI,34,Top 50
NPI1025841799,Jessica,Williams,Family Medicine,MA,33,Other
NPI4851223483,Linda,Moore,Internal Medicine,MA,22,Other
NPI1112816887,Kevin,Rodriguez,Family Medicine,TN,5,Other
NPI9188130553,Raj,Wang,Family Medicine,NY,18,Other
